,id,text,author_id,conversation_id,in_reply_to_user_id,context_annotations,lang,geo,source,entities,reply_settings,referenced_tweet_id,referenced_tweet_type,created_at,possibly_sensitive,public_metrics,attachments,referenced_tweet_text,next_token
481,1479157075972399110,"RT @MoriartyLab: Canada is also seeing considerably more ICU admissions per capita than the UK in the Omicron wave, and our per capita ICU…",282584884,1479157075972399110,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter Web App,"{'annotations': [{'start': 17, 'end': 22, 'probability': 0.9934, 'type': 'Place', 'normalized_text': 'Canada'}, {'start': 92, 'end': 93, 'probability': 0.9416, 'type': 'Place', 'normalized_text': 'UK'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'MoriartyLab', 'id': '768976342369071105'}]}",everyone,1479154708845580291,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 48, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Canada is also seeing considerably more ICU admissions per capita than the UK in the Omicron wave, and our per capita ICU admissions are shooting up, whereas UK ICU admissions have been staying relative stable.

In Canada, we should be very careful about assuming we're same as UK https://t.co/gjyNwq2KGx",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
482,1479157074529591296,RT @TomFitton: Omicron has completely collapsed the tattered remains of any case for abusive vaccine mandates.,23617145,1479157074529591296,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1138051477761536000', 'name': 'Tom Fitton', 'description': 'President, Judicial Watch'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPad,"{'annotations': [{'start': 15, 'end': 21, 'probability': 0.495, 'type': 'Organization', 'normalized_text': 'Omicron'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'TomFitton', 'id': '18266688'}]}",everyone,1479070947911081984,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 1561, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Omicron has completely collapsed the tattered remains of any case for abusive vaccine mandates.,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
483,1479157073858502661,"RT @TimosaDiaz: whoever refuses and acts arrogantly, so Allaah Sends against him His firm planning to cut his life-artery
Imam Mahdi Nasser…",992473964445405184,1479157073858502661,,[],en,,Twitter for Android,"{'annotations': [{'start': 56, 'end': 61, 'probability': 0.6479, 'type': 'Other', 'normalized_text': 'Allaah'}, {'start': 122, 'end': 138, 'probability': 0.7585, 'type': 'Person', 'normalized_text': 'Imam Mahdi Nasser'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'TimosaDiaz', 'id': '2183822282'}]}",everyone,1479148699670487040,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"whoever refuses and acts arrogantly, so Allaah Sends against him His firm planning to cut his life-artery
Imam Mahdi Nasser Mohammed Al-Yamani
31-12-2021 AD

27
#Omicron_is_a_global_calamity
 
yZgSAO",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
484,1479157073405353984,"RT @grantstern: In his 4th press briefing this year, Florida Governor Ron DeSantis finally got asked the question I wanted to ask at the 1s…",1176642941915254784,1479157073405353984,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '966044190709710848', 'name': 'Ron DeSantis', 'description': 'US Representative Ron DeSantis (FL-06)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '966044190709710848', 'name': 'Ron DeSantis', 'description': 'US Representative Ron DeSantis (FL-06)'}}]",en,,Twitter Web App,"{'annotations': [{'start': 53, 'end': 59, 'probability': 0.659, 'type': 'Place', 'normalized_text': 'Florida'}, {'start': 70, 'end': 81, 'probability': 0.9861, 'type': 'Person', 'normalized_text': 'Ron DeSantis'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'grantstern', 'id': '19422491'}]}",everyone,1479119173263319043,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 5041, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"In his 4th press briefing this year, Florida Governor Ron DeSantis finally got asked the question I wanted to ask at the 1st, before I was kicked out.

Did the state let nearly a million covid tests expire last week while he was on Christmas break as omicron surged?

Answer: YES. https://t.co/QtZtOQDEJ2",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
485,1479157073342447619,DSÖ'den korkutan Omicron açıklaması https://t.co/Z1XCAmTHCu,850690033912860672,1479157073342447619,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",tr,,dlvr.it,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/Z1XCAmTHCu', 'expanded_url': 'http://dlvr.it/SGfTdC', 'display_url': 'dlvr.it/SGfTdC'}]}",everyone,,,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
486,1479157073170608142,RT @Dactar9: Omicron saliendo de la feria de Cali rumbo a la feria de Manizales y Carnaval de Barranquilla https://t.co/DauWB2xsOZ,420464297,1479157073170608142,,"[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1324765060074401793', 'name': 'Carnaval Brasil 2021'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1466156811220779012', 'name': 'Carnaval de Barranquilla'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",es,,Twitter for iPhone,"{'annotations': [{'start': 45, 'end': 48, 'probability': 0.763, 'type': 'Place', 'normalized_text': 'Cali'}, {'start': 70, 'end': 78, 'probability': 0.7508, 'type': 'Place', 'normalized_text': 'Manizales'}, {'start': 82, 'end': 105, 'probability': 0.6406, 'type': 'Place', 'normalized_text': 'Carnaval de Barranquilla'}], 'urls': [{'start': 107, 'end': 130, 'url': 'https://t.co/DauWB2xsOZ', 'expanded_url': 'https://twitter.com/Dactar9/status/1479147617519128584/photo/1', 'display_url': 'pic.twitter.com/DauWB2xsOZ'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'Dactar9', 'id': '1229373917111967748'}]}",everyone,1479147617519128584,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 1957, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'media_keys': ['3_1479147612959875075']},Omicron saliendo de la feria de Cali rumbo a la feria de Manizales y Carnaval de Barranquilla https://t.co/DauWB2xsOZ,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
487,1479157073158053900,"RT @UzLpD8UHMjuZdmT: you do not have the right of Veto to apply on the selection of Allaah's caliph on the whole world, Glorified and highl…",1457375557675532289,1479157073158053900,,[],en,,Twitter for Android,"{'annotations': [{'start': 84, 'end': 89, 'probability': 0.9388, 'type': 'Other', 'normalized_text': 'Allaah'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'UzLpD8UHMjuZdmT', 'id': '1434603869946929155'}]}",everyone,1479091033191464960,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 35, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"you do not have the right of Veto to apply on the selection of Allaah's caliph on the whole world, Glorified and highly Exalted is Allaah the Great
Imam Mahdi Nasser Mohammed Al-Yamani
31-12-2021 AD
24
#Omicron_is_a_global_calamity
/£8mVP",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
488,1479157072688291842,RT @GTorreAmione: Omicron no es gripe- es COVID. Una enfermedad multi-sistémica. Con riesgos agudos y complicaciones a largo plazo.El compo…,950520293919019008,1479157072688291842,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",es,,Twitter for Android,"{'mentions': [{'start': 3, 'end': 16, 'username': 'GTorreAmione', 'id': '472245284'}]}",everyone,1478928698237722626,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 4560, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Omicron no es gripe- es COVID. Una enfermedad multi-sistémica. Con riesgos agudos y complicaciones a largo plazo.El comportamiento en EU lo muestra. Hospitales saturándose, terapias llenas y hospitales pediatrician con números nunca antes vistos- NO es Gripe-",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
489,1479157072654745603,"@indexaatje @TijnBroekman Long covid van omicron 🤣
Echt je gaat zien dat alle landen de optie uitrazen gaan kiezen. Spanje, Portugal, Denemarken en Engeland doen dat al (in meer of mindere mate). In NL moet heef snel dat besef komen",1422311134741286927,1479152081453957124,1313016681745256448,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",nl,,Twitter Web App,"{'mentions': [{'start': 0, 'end': 11, 'username': 'indexaatje', 'id': '1313016681745256448'}, {'start': 12, 'end': 25, 'username': 'TijnBroekman', 'id': '188457998'}]}",everyone,1479155932827377673,replied_to,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",,"@grutterij02 @TijnBroekman Stelt niets voor, mijn hemel. Longcovid voor heel erg veel mensen, maak niet uit zeker. Wat een volk.",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
490,1479157072616906754,RT @CBS4Local: #UTEP President Heather Wilson sent a letter to students and staff on the #COVID19 guidance due to the rise of cases and #Om…,803091707361251328,1479157072616906754,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPhone,"{'annotations': [{'start': 31, 'end': 44, 'probability': 0.929, 'type': 'Person', 'normalized_text': 'Heather Wilson'}], 'hashtags': [{'start': 15, 'end': 20, 'tag': 'UTEP'}, {'start': 89, 'end': 97, 'tag': 'COVID19'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'CBS4Local', 'id': '243811680'}]}",everyone,1479154547914387456,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#UTEP President Heather Wilson sent a letter to students and staff on the #COVID19 guidance due to the rise of cases and #Omicron. Read the guidance⬇ https://t.co/Ix8zIPeSwW,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
491,1479157072038178819,"RT @MailOnline: French Covid variant NOT 'worth worrying about' because it predates Omicron and has failed to take off, scientists say http…",129290464,1479157072038178819,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter Web App,"{'mentions': [{'start': 3, 'end': 14, 'username': 'MailOnline', 'id': '15438913'}]}",everyone,1478410937333948416,retweeted,2022-01-06 18:25:02+00:00,False,"{'retweet_count': 603, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"French Covid variant NOT 'worth worrying about' because it predates Omicron and has failed to take off, scientists say https://t.co/88GxAozFwg",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
492,1479157071694209035,"RT @grantstern: In his 4th press briefing this year, Florida Governor Ron DeSantis finally got asked the question I wanted to ask at the 1s…",1346282509819113474,1479157071694209035,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '966044190709710848', 'name': 'Ron DeSantis', 'description': 'US Representative Ron DeSantis (FL-06)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '966044190709710848', 'name': 'Ron DeSantis', 'description': 'US Representative Ron DeSantis (FL-06)'}}]",en,,Twitter for iPhone,"{'annotations': [{'start': 53, 'end': 59, 'probability': 0.659, 'type': 'Place', 'normalized_text': 'Florida'}, {'start': 70, 'end': 81, 'probability': 0.9861, 'type': 'Person', 'normalized_text': 'Ron DeSantis'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'grantstern', 'id': '19422491'}]}",everyone,1479119173263319043,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 5041, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"In his 4th press briefing this year, Florida Governor Ron DeSantis finally got asked the question I wanted to ask at the 1st, before I was kicked out.

Did the state let nearly a million covid tests expire last week while he was on Christmas break as omicron surged?

Answer: YES. https://t.co/QtZtOQDEJ2",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
493,1479157071010484224,"Have you heard what companies have to say about Omicron?
Read for free what $MSM $UNH $CTAS $AIR $FDX $MU $NKE $MRK $PFE $TMO $MRNA are saying about the COVID-19 variant!
https://t.co/Pl8uuhvgfg",1370401858494328837,1479157071010484224,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}]",en,,Hootsuite Inc.,"{'cashtags': [{'start': 76, 'end': 80, 'tag': 'MSM'}, {'start': 81, 'end': 85, 'tag': 'UNH'}, {'start': 86, 'end': 91, 'tag': 'CTAS'}, {'start': 92, 'end': 96, 'tag': 'AIR'}, {'start': 97, 'end': 101, 'tag': 'FDX'}, {'start': 102, 'end': 105, 'tag': 'MU'}, {'start': 106, 'end': 110, 'tag': 'NKE'}, {'start': 111, 'end': 115, 'tag': 'MRK'}, {'start': 116, 'end': 120, 'tag': 'PFE'}, {'start': 121, 'end': 125, 'tag': 'TMO'}, {'start': 126, 'end': 131, 'tag': 'MRNA'}], 'urls': [{'start': 171, 'end': 194, 'url': 'https://t.co/Pl8uuhvgfg', 'expanded_url': 'https://fincredibletranscripts.substack.com/p/fincredible-macrotalk-january-5-omicron', 'display_url': 'fincredibletranscripts.substack.com/p/fincredible-…'}]}",everyone,,,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
494,1479157070935044098,ABD’de Omicron varyantı çocukları vurdu https://t.co/dB5g7hXz11,1104410335191187456,1479157070935044098,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",tr,,WordPress.com,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/dB5g7hXz11', 'expanded_url': 'https://kamupersonel.org/dunya/abdde-omicron-varyanti-cocuklari-vurdu/', 'display_url': 'kamupersonel.org/dunya/abdde-om…'}]}",everyone,,,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
495,1479157070867931138,"#ICYMI : Kanye West 'Jeen-Yuhs' Documentary Premiere At Sundance Film Festival Derailed By Omicron Outbreak
#WeGotUs #SourceLove
https://t.co/7iWSIl7vx6",16630362,1479157070867931138,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806561823407239169', 'name': 'Kanye West', 'description': 'Kanye West'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '806561823407239169', 'name': 'Kanye West', 'description': 'Kanye West'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '117', 'name': 'Movie Festival', 'description': 'Movie festivals, like Cannes or the Toronto Festival'}, 'entity': {'id': '1464282957976248321', 'name': 'Sundance Film Festival 2022'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043835895', 'name': 'The Source'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '856976742166048769', 'name': 'Documentary films', 'description': 'Documentary'}}]",en,,Hootsuite Inc.,"{'annotations': [{'start': 9, 'end': 18, 'probability': 0.8922, 'type': 'Person', 'normalized_text': 'Kanye West'}, {'start': 21, 'end': 24, 'probability': 0.3288, 'type': 'Other', 'normalized_text': 'Jeen'}, {'start': 26, 'end': 29, 'probability': 0.6146, 'type': 'Other', 'normalized_text': 'Yuhs'}, {'start': 56, 'end': 77, 'probability': 0.363, 'type': 'Other', 'normalized_text': 'Sundance Film Festival'}], 'hashtags': [{'start': 0, 'end': 6, 'tag': 'ICYMI'}, {'start': 108, 'end': 116, 'tag': 'WeGotUs'}, {'start': 117, 'end': 128, 'tag': 'SourceLove'}], 'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/7iWSIl7vx6', 'expanded_url': 'https://zpr.io/v8WUP7YADaqf', 'display_url': 'zpr.io/v8WUP7YADaqf'}]}",everyone,,,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
496,1479157070754553861,"RT @GosiaGasperoPhD: Quick and efficient mass infection. Bravo. 

Reminder: if everyone gets infected with Omicron, that will be just this…",27563362,1479157070754553861,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for Android,"{'annotations': [{'start': 107, 'end': 113, 'probability': 0.2908, 'type': 'Person', 'normalized_text': 'Omicron'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'GosiaGasperoPhD', 'id': '1274450883460255745'}]}",everyone,1478879141860544515,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 85, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Quick and efficient mass infection. Bravo. 

Reminder: if everyone gets infected with Omicron, that will be just this —everybody bearing various consequences of having been infected. That *won’t* end the pandemic
Plus, in a few months we’ll likely have another variant. Then what? https://t.co/B3FhYHfCoA",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
497,1479157070192680962,"RT @MikeEllis132: Grant Shapps announces 24 NHS Trusts have declared a ""Critical Incident and that Omicron testing has ""Outlived its useful…",367463263,1479157070192680962,,"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '1062025800591896576', 'name': 'National Health Service', 'description': 'National Health Service'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPhone,"{'annotations': [{'start': 18, 'end': 29, 'probability': 0.9414, 'type': 'Person', 'normalized_text': 'Grant Shapps'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'MikeEllis132', 'id': '2800661921'}]}",everyone,1478997808975917056,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 1516, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Grant Shapps announces 24 NHS Trusts have declared a ""Critical Incident and that Omicron testing has ""Outlived its usefulness""
.
In short the Tories have FAILED to protect the NHS, as they promised they would!!",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
498,1479157069831974919,"RT @Seefeldeen20: that is firm planning by Allaah and indeed you cannot cause failure to Lord of the worlds. 
Imam Mahdi Nasser Mohammed Al…",1418673589298110469,1479157069831974919,,[],en,,Twitter Web App,"{'annotations': [{'start': 43, 'end': 48, 'probability': 0.8917, 'type': 'Other', 'normalized_text': 'Allaah'}, {'start': 89, 'end': 92, 'probability': 0.6697, 'type': 'Other', 'normalized_text': 'Lord'}, {'start': 110, 'end': 138, 'probability': 0.8532, 'type': 'Person', 'normalized_text': 'Imam Mahdi Nasser Mohammed Al'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'Seefeldeen20', 'id': '1384440646874894337'}]}",everyone,1479155985633751048,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"that is firm planning by Allaah and indeed you cannot cause failure to Lord of the worlds. 
Imam Mahdi Nasser Mohammed Al-Yamani
31-12-2021 AD
https://t.co/CSoQxrEzZZ
17
#Omicron_is_a_global_calamity
 
QbP4Xo",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
499,1479157069815156738,"RT @Craig4P: A nurse tells the truth.

""Terrible stress at work. The news painting it up as if it's about omicron making people so ill the…",1157750254286049280,1479157069815156738,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPhone,"{'mentions': [{'start': 3, 'end': 11, 'username': 'Craig4P', 'id': '1322250246433525760'}]}",everyone,1479006984422711297,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 686, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"A nurse tells the truth.

""Terrible stress at work. The news painting it up as if it's about omicron making people so ill the hospitals are overwhelmed. No. It's covid rules forcing daft rearrangement of wards and staff off for ten days if they test positive, which most have"".",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
500,1479157069785804800,"Effectiveness of COVID-19 vaccines against Omicron or Delta infection“
https://t.co/Jc2IuFbAs5
Paper in collection COVID-19 SARS-CoV-2 preprints from medRxiv and bioRxiv
https://t.co/u6pdccp5Ck",1478022927681560581,1479157069785804800,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter Web App,"{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/Jc2IuFbAs5', 'expanded_url': 'https://www.medrxiv.org/content/10.1101/2021.12.30.21268565v1', 'display_url': 'medrxiv.org/content/10.110…', 'status': 200, 'title': 'Effectiveness of COVID-19 vaccines against Omicron or Delta infection', 'description': 'Background The incidence of SARS-CoV-2 infection, including among those who have received 2 doses of COVID-19 vaccines, has increased substantially since Omicron was first identified in the province of Ontario, Canada. Methods Applying the test-negative design to linked provincial data, we estimated vaccine effectiveness against infection (irrespective of symptoms or severity) caused by Omicron or Delta between November 22 and December 19, 2021. We included individuals who had received at least 2 COVID-19 vaccine doses (with at least 1 mRNA vaccine dose for the primary series) and used multivariable logistic regression to estimate the effectiveness of two or three doses by time since the latest dose. Results We included 3,442 Omicron-positive cases, 9,201 Delta-positive cases, and 471,545 test-negative controls. After 2 doses of COVID-19 vaccine, vaccine effectiveness against Delta infection declined steadily over time but recovered to 93% (95%CI, 92-94%) ≥7 days after receiving an mRN', 'unwound_url': 'https://www.medrxiv.org/content/10.1101/2021.12.30.21268565v1'}, {'start': 170, 'end': 193, 'url': 'https://t.co/u6pdccp5Ck', 'expanded_url': 'http://connect.medrxiv.org/relate/content/181', 'display_url': 'connect.medrxiv.org/relate/content…'}]}",everyone,,,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
501,1479157069215318018,"RT @Nouh2026: for all the disbelieving ones, and He shall increase it [Omicron] in might with His Words of Power, the Word ""Be so it is""
Im…",1428347056406499331,1479157069215318018,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for Android,"{'mentions': [{'start': 3, 'end': 12, 'username': 'Nouh2026', 'id': '1428047068388642826'}]}",everyone,1479150428025729030,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"for all the disbelieving ones, and He shall increase it [Omicron] in might with His Words of Power, the Word ""Be so it is""
Imam Mahdi Nasser Mohammed Al-Yamani
31-12-2021 AD
12
#Omicron_is_a_global_calamity
 
sB7el£",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
502,1479157069127294983,"RT @MonicaGandhi9: At this stage of pandemic, we need more accurate hospitalization data as written by @MichaelDaignau3 and myself on delta…",3950427929,1479157069127294983,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPhone,"{'mentions': [{'start': 3, 'end': 17, 'username': 'MonicaGandhi9', 'id': '1255393579507351554'}, {'start': 103, 'end': 119, 'username': 'MichaelDaignau3', 'id': '1376284074742927361'}]}",everyone,1479150462666362881,retweeted,2022-01-06 18:25:01+00:00,False,"{'retweet_count': 52, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"At this stage of pandemic, we need more accurate hospitalization data as written by @MichaelDaignau3 and myself on delta vs omicron (so we refine treatments), ICU stays, hospitalization with COVID in nose (we screen everyone to isolate) vs COVID symptoms
https://t.co/ZImXGkDUhJ",b26v89c19zqg8o3fpe194imgeasq045tezkovaj3wpyf1
